target,src_fm,rule_label,zero_shot_pred,few_shot_pred
"@Test public void testLockingWithoutNodeId() throws Exception { Map<String, String> parameters = new HashMap<>(); parameters.put(LockManagingProcess.PARAM_LOCK_MODE, LockMode.obtain.name()); exception.expect(IllegalArgumentException.class); lockManager.run(portBindings, conf, parameters); }","@Override public void run(PortBindings portBindings, Configuration conf, Map<String, String> parameters) throws Exception { Preconditions.checkArgument(parameters.containsKey(PARAM_NODE_ID), ""node id not provided!""); Preconditions.checkArgument(parameters.containsKey(PARAM_LOCK_MODE), ""lock mode not provided!""); String zkConnectionString = conf.get(ZKFailoverController.ZK_QUORUM_KEY); Preconditions.checkArgument(StringUtils.isNotBlank(zkConnectionString), ""zookeeper quorum is unknown, invalid '%s' property value: %s"", ZKFailoverController.ZK_QUORUM_KEY, zkConnectionString); int sessionTimeout = parameters.containsKey(PARAM_ZK_SESSION_TIMEOUT)? Integer.valueOf(parameters.get(PARAM_ZK_SESSION_TIMEOUT)) : DEFAULT_SESSION_TIMEOUT; final ZooKeeper zooKeeper = new ZooKeeper(zkConnectionString, sessionTimeout, (e) -> { }); if (zooKeeper.exists(DEFAULT_ROOT_NODE, false) == null) { log.info(""initializing root node: "" + DEFAULT_ROOT_NODE); try { zooKeeper.create(DEFAULT_ROOT_NODE, new byte[0], ZooDefs.Ids.OPEN_ACL_UNSAFE, CreateMode.PERSISTENT); log.info(""root node initialized""); } catch(NodeExistsException e) { log.warn(""root node '"" + DEFAULT_ROOT_NODE + ""' was already created by different process""); } } final String nodePath = LockManagingProcessUtils.generatePath(parameters.get(PARAM_NODE_ID), DEFAULT_ROOT_NODE); switch(LockMode.valueOf(parameters.get(PARAM_LOCK_MODE))) { case obtain: { LockManagingProcessUtils.obtain(zooKeeper, nodePath); break; } case release: { LockManagingProcessUtils.release(zooKeeper, nodePath); break; } default: { throw new InvalidParameterException(""unsupported lock mode: "" + parameters.get(PARAM_LOCK_MODE)); } } }",NOISE,CLEAN,CLEAN
"@Test public void testConcatenate() throws Exception { CharSequence first = ""APPLE""; CharSequence second = ""ORANGE""; CharSequence concatenated = CharSequences.concatenate(first, second); Assert.assertEquals(""APPLEORANGE"", new StringBuilder().append(concatenated).toString()); }","public static CharSequence concatenate(final CharSequence first, final CharSequence second) { return new StringBuilder().append(first).append(second); }",CLEAN,CLEAN,CLEAN
"@Test public void testCheck_validate() { String regularPattern = ""a9w""; localPartCheck = new LocalPartRegexCheckerImpl(regularPattern, true, false); String email = ""a1w@sina.com""; assertTrue(localPartCheck.check(email)); String email2 = ""c1aw@sina.com""; assertTrue(localPartCheck.check(email2)); }","@Override public boolean check(String email) { if (email == null || localpartPattern == null) { return false; } int pos = email.indexOf(Constant.AT); if (pos == -1) { return false; } String inputLocalPart = email.substring(0, pos); if (!localpartPattern.matcher(inputLocalPart).matches()) { return false; } return true; }",NOISE,CLEAN,CLEAN
"@Test public void shouldBeAbleToReplaceLessBytesWithMoreBytes() { final byte[] src = ""\n\n text \n\n text"".getBytes(); final byte[] newSrc = replaceAll(src, ""\n"".getBytes(), ""\r\n"".getBytes()); assertEquals(newSrc, ""\r\n\r\n text \r\n\r\n text"".getBytes()); }","public static byte[] replaceAll(byte[] src, byte[] target, byte[] replacement) { final ByteArrayOutputStream result = new ByteArrayOutputStream(src.length); int i = 0; int wrote = 0; while ((i = indexOf(src, target, i)) != -1) { int len = i - wrote; result.write(src, wrote, len); result.write(replacement, 0, replacement.length); wrote += len + target.length; i += target.length; } result.write(src, wrote, src.length - wrote); return result.toByteArray(); }",CLEAN,CLEAN,CLEAN
"@Test public void filterCharsAndShortWords() { assertEquals(""abcd cde"", stringFilter.filterCharsAndShortWords(""abcd, bc cde, fg h"", ImmutableList.of(','), 2)); }","public String filterCharsAndShortWords(String value, List<Character> charsToFilter, int wordToRemoveMaxLength) { String filteredValue = value; filteredValue = filterChars(filteredValue, charsToFilter); filteredValue = filterShortWords(filteredValue, wordToRemoveMaxLength); return filteredValue; }",CLEAN,CLEAN,CLEAN
"@Test public void shouldCreateTable() throws Exception { System.setProperty(""LIQUIBASE_ENABLED"", ""true""); new KapuaLiquibaseClient(JDBC_URL, USERNAME, PASSWORD).update(); ResultSet sqlResults = connection.prepareStatement(QUERY_SHOW_TABLES).executeQuery(); List<String> tables = new LinkedList<>(); while (sqlResults.next()) { tables.add(sqlResults.getString(1)); } Assertions.assertThat(tables).contains(TABLE_NAME); }","public void update() { try { LOG.info(""Running Liquibase scripts...""); if (Boolean.parseBoolean(System.getProperty(""LIQUIBASE_ENABLED"", ""true"")) || Boolean.parseBoolean(System.getenv(""LIQUIBASE_ENABLED""))) { try (Connection connection = DriverManager.getConnection(jdbcUrl, username, password)) { File changelogDir = loadChangelogs(); List<String> contexts = new ArrayList<>(); if (!runTimestampsFix) { contexts.add(""!fixTimestamps""); } executeMasters(connection, schema, changelogDir, contexts); } LOG.info(""Running Liquibase scripts... DONE!""); } else { LOG.info(""Running Liquibase scripts... SKIPPED! Liquibase disabled by System property 'LIQUIBASE_ENABLED'...""); } } catch (LiquibaseException | SQLException | IOException e) { LOG.error(""Running Liquibase scripts... ERROR! Error: {}"", e.getMessage(), e); throw new RuntimeException(e); } }",CLEAN,CLEAN,CLEAN
"@Test public void test_getPercentile_要素数0() { assertEquals(2L, MathUtil.getPercentile(null, 0, 2L)); }","public static long getPercentile(List<Long> longList, int p, long defaultValue) { if (longList == null || longList.isEmpty()) { return defaultValue; } if (p < 0 || p > 100) { return defaultValue; } int size = longList.size(); if (((long) size * (long) p) % 100L == 0) { int n = (int) (((long) size - 1L) * (long) p / 100L); long a = longList.get(n); long b = longList.get(n + 1); return (a + b) / 2L; } else { int n = (int) ((long) size * (long) p / 100L); if (n >= size) { n = size - 1; } return longList.get(n); } }",NOISE,NOISE,NOISE
"@Test public void testPrivateVrOf() { for (int i = 0; i < SIEMENS_CSA_HEADER_TAGS.length; i++) assertEquals(SIEMENS_CSA_HEADER_VRS[i], ElementDictionary.vrOf(SIEMENS_CSA_HEADER_TAGS[i], SIEMENS_CSA_HEADER)); for (int i = 0; i < SIEMENS_CSA_NON_IMAGE_TAGS.length; i++) assertEquals(SIEMENS_CSA_NON_IMAGE_VRS[i], ElementDictionary.vrOf(SIEMENS_CSA_NON_IMAGE_TAGS[i], SIEMENS_CSA_NON_IMAGE)); }","public static VR vrOf(int tag, String privateCreator) { return getElementDictionary(privateCreator).vrOf(tag); }",CLEAN,CLEAN,CLEAN
"@Test public void testCursor() throws Exception { try (LogFile<String, String> changelog = getLogFile(RECORD_PARSER); DBCursor<Record<String, String>> cursor = changelog.getCursor()) { assertThatCursorCanBeFullyRead(cursor, 1, 10); } }","LogFileCursor<K, V> getCursor() throws ChangelogException { return new LogFileCursor<>(this); }",CLEAN,CLEAN,NOISE
"@Test public void voteMatch_match_same_country_code() { affiliation.setCountryCode(""pl""); organization.setCountryCode(""pl""); assertTrue(voter.voteMatch(affiliation, organization)); }","@Override public boolean voteMatch(AffMatchAffiliation affiliation, AffMatchOrganization organization) { if (StringUtils.isEmpty(affiliation.getCountryCode()) || StringUtils.isEmpty(organization.getCountryCode())) { return false; } return affiliation.getCountryCode().equals(organization.getCountryCode()); }",NOISE,CLEAN,CLEAN
@Test public void testSaveState() throws Exception { Bundle bundle = new Bundle(); presenter.onSaveState(bundle); verify(productList).writeToBundle(bundle); },void onSaveState(@NonNull final Bundle bundle) { productList.writeToBundle(bundle); },CLEAN,CLEAN,CLEAN
"@Test(expected = IllegalArgumentException.class) public void hash_organizationName_null() { AffMatchAffiliation aff = new AffMatchAffiliation(""XXX"", 1); hasher.hash(aff); }",@Override public String hash(AffMatchAffiliation affiliation) { Preconditions.checkNotNull(affiliation); Preconditions.checkArgument(StringUtils.isNotBlank(affiliation.getOrganizationName())); return stringHasher.hash(affiliation.getOrganizationName()); },NOISE,NOISE,CLEAN
"@Test public void testIsValid() { Assert.assertTrue(TypeInferenceUtils.isValid(DataTypeEnum.BOOLEAN, ""true"")); Assert.assertTrue(TypeInferenceUtils.isValid(DataTypeEnum.INTEGER, ""123"")); Assert.assertTrue(TypeInferenceUtils.isValid(DataTypeEnum.DOUBLE, ""1045.35"")); Assert.assertTrue(TypeInferenceUtils.isValid(DataTypeEnum.STRING, ""abc"")); Assert.assertTrue(TypeInferenceUtils.isValid(DataTypeEnum.DATE, ""2019-12-25"")); Assert.assertFalse(TypeInferenceUtils.isValid(DataTypeEnum.TIME, ""15:23:56"")); Assert.assertFalse(TypeInferenceUtils.isValid(DataTypeEnum.EMPTY, """")); }","public static boolean isValid(DataTypeEnum type, String value) { switch (type) { case BOOLEAN: return isBoolean(value); case INTEGER: return isInteger(value); case DOUBLE: return isDouble(value); case DATE: return isDate(value); case STRING: return true; default: return false; } }",CLEAN,CLEAN,CLEAN
"@Test public void testDereferencingOfExample2() throws IOException { String path = AvroUtilsTest.class.getResource(""./example2.avro"").getPath(); File fileEntry = new File(path); DataFileReader<GenericRecord> dateAvroReader = new DataFileReader<>(fileEntry, new GenericDatumReader<>()); Schema schemaWithRefType = dateAvroReader.getSchema(); Schema schemaWithoutRefTypes = AvroUtils.dereferencing(schemaWithRefType); assertNotEquals(schemaWithRefType, schemaWithoutRefTypes); dateAvroReader = new DataFileReader<>(fileEntry, new GenericDatumReader<>(schemaWithoutRefTypes)); assertNotNull(dateAvroReader.iterator().next()); assertEquals( ""{\""type\"":\""record\"",\""name\"":\""Person\"",\""namespace\"":\""experiment.sample\"",\""fields\"":[{\""name\"":\""firstName\"",\""type\"":\""string\""},{\""name\"":\""midleName\"",\""type\"":[\""null\"",\""string\""]},{\""name\"":\""lastName\"",\""type\"":\""string\""},{\""name\"":\""homeAddress\"",\""type\"":[\""null\"",{\""type\"":\""record\"",\""name\"":\""Address\"",\""namespace\"":\""experiment.sample.a\"",\""fields\"":[{\""name\"":\""line\"",\""type\"":\""string\""},{\""name\"":\""postalCode\"",\""type\"":\""string\""},{\""name\"":\""city\"",\""type\"":\""string\""}]}]},{\""name\"":\""companyAddress\"",\""type\"":[\""null\"",{\""type\"":\""record\"",\""name\"":\""Address\"",\""namespace\"":\""experiment.sample.b\"",\""fields\"":[{\""name\"":\""line\"",\""type\"":\""string\""},{\""name\"":\""postalCode\"",\""type\"":\""string\""},{\""name\"":\""city\"",\""type\"":\""string\""}]}]}]}"", schemaWithoutRefTypes.toString()); }","public static Schema dereferencing(Schema schema) { Schema dereferencedSchema = schema; Stream names = getNamedTypes(schema); List<String> flattenNames = flattenStream(names); Set<String> distinctFlattenNames = new HashSet<>(flattenNames); if (distinctFlattenNames.size() != flattenNames.size()) { Map<String, String> namespaces = new HashMap<>(); for (String name : distinctFlattenNames) { namespaces.put(name, ""a""); } return buildDereferencedSchema(schema, namespaces); } return dereferencedSchema; }",CLEAN,CLEAN,CLEAN
"@Test public void newCartProduct_Should_CreateProductWithSpecifyQuantity() { Product testProduct = ProductFakeCreator.createProduct(); CartProduct result = CartProductFactory.newCartProduct(testProduct, SOME_QUANTITY); assertEquals(SOME_QUANTITY, result.quantity); assertEquals(testProduct.sku, result.sku); assertEquals(testProduct.title, result.title); assertEquals(testProduct.imageUrl, result.imageUrl); assertEquals(testProduct.price, result.price, 0.f); }","public static CartProduct newCartProduct(Product product, int quantity) { if (quantity <= 0) { throw new IllegalArgumentException(""Product should have a positive quantity""); } return new CartProduct(product.sku, product.title, product.imageUrl, product.price, quantity); }",CLEAN,CLEAN,CLEAN
"@Test public void testGetClassNameAndAddQuot() { String className = CustomAttributeMatcherClassNameConvert.getClassNameAndAddQuot(classPath); assertEquals(CustomAttributeMatcherClassNameConvert.QUOTE + ""testCustomMatcher.myCustomMatcher"" + CustomAttributeMatcherClassNameConvert.QUOTE, className); }",public static String getClassNameAndAddQuot(String classPathParameter) { String className = getClassName(classPathParameter); return addQuotationMarks(className); },CLEAN,CLEAN,CLEAN
"@Test public void testToSchemaForPrimitive() throws Exception { Schema schema = AvroUtils.toSchema(""org.apache.avro.Schema.Type.STRING""); assertNotNull(schema); assertTrue(schema.equals(Schema.create(Schema.Type.STRING))); }","public static Schema toSchema(String typeName) { Schema schema = null; if(typeName.startsWith(primitiveTypePrefix)){ String shortName = typeName.substring( primitiveTypePrefix.length(), typeName.length()); schema = getPrimitiveTypeSchema(shortName); } else { schema = getAvroClassSchema(typeName); } return schema; }",CLEAN,CLEAN,CLEAN
"@Test public void testIsDecimal() { String[] validEnDoubleValues = { ""5538297118"", ""1045.35"", ""1,045.35"", ""1,045"", ""1,045,350"", ""2.68435E+17"", ""268 435 000 000 000 000"", ""265"" + '\u00A0' + ""435"" + '\u2007' + ""000"" + '\u202F' + ""000"" }; String[] validFrDoubleValues = { ""1045,35"", ""1 045,35"", ""1.045,35"", ""1.045"", ""1 045"", ""1.045.350"", ""1 045 350"" }; String[] invalidDoubleValues = { ""1 045.35"", ""1.045.35"", ""1,045,35"", ""1,045 35"", ""1.045 35"", ""1,045 350"", ""1.045 350"", ""1 045 35"" }; for (String value : validEnDoubleValues) { Assert.assertTrue(value + "" is expected to be a valid decimal value but actually not."", TypeInferenceUtils.isDouble(value)); } for (String value : validFrDoubleValues) { Assert.assertTrue(value + "" is expected to be a valid decimal value but actually not."", TypeInferenceUtils.isDouble(value)); } for (String value : invalidDoubleValues) { Assert.assertFalse(value + "" is expected to be an invalid decimal value but actually not."", TypeInferenceUtils.isDouble(value)); } }",public static boolean isDouble(String value) { if (!isEmpty(value) && patternDouble.matcher(value).matches()) { return true; } return false; },CLEAN,CLEAN,CLEAN
"@Test public void createVitrificationMachine() throws Exception { final VitrificationMachine vitrificationMachine = VitrificationMachine.builder() .label(""label 3"") .manufacturer(""A manufacturer"") .model(""The new model"") .location(""In the basement"") .build(); final String json = new ObjectMapper().writeValueAsString(vitrificationMachine); getMockMvc().perform(post(URI).contentType(JSON_CONTENT_TYPE).content(json)).andExpect(status().isCreated()); verify(service, times(1)).createItem(vitrificationMachine); }",@NonNull @PostMapping @ResponseStatus(HttpStatus.CREATED) public VitrificationMachine createItem(@NonNull @Valid @RequestBody VitrificationMachine input) { return this.service.createItem(input); },NOISE,CLEAN,NOISE
"@Test public void testNonEncodedWordsAreIgnored() { Assert.assertEquals("""", DecoderUtil.decodeEncodedWords("""")); Assert.assertEquals(""Yada yada"", DecoderUtil.decodeEncodedWords(""Yada yada"")); }","static String decodeEncodedWords(String body) { return decodeEncodedWords(body, DecodeMonitor.SILENT); }",CLEAN,CLEAN,CLEAN
"@Test public void testNullSubtrahend() throws Exception { T instanceA = createInitializedInstance(); T diff = createInitializedInstance(); instanceA.diff(null, diff); assertThat(instanceA).isEqualTo(diff); }","public abstract T diff(@Nullable T b, @Nullable T output);",NOISE,NOISE,NOISE
"@Test public void shouldExtractPackage() throws IOException { String packageString = ""package org.eclipse.che.ide.util;"" + ""import junit.framework.Assert;""; assertEquals(""org.eclipse.che.ide.util"", GeneratorUtils.getClassFQN(""dummy"", packageString)); }","public static String getClassFQN(String fileName, String content) throws IOException { Matcher matcher = GeneratorUtils.PACKAGE_PATTERN.matcher(content); if (!matcher.matches()) { throw new IOException(String.format(""Class %s doesn't seem to be valid. Package declaration is missing."", fileName)); } if (matcher.groupCount() != 1) { throw new IOException(String.format(""Class %s doesn't seem to be valid. Package declaration is missing."", fileName)); } return matcher.group(1); }",CLEAN,CLEAN,CLEAN
"@Test public void valueTokenizerValueAsArray() throws Exception { ValueTokenizer valueTokenizer = new ValueTokenizer("" a123, aaa, rrr""); String [] expectedValues = new String[] {""a123"", ""aaa"", ""rrr""}; try { assertArrayEquals(expectedValues,valueTokenizer.getValuesAsArray()); } catch (Exception ex) { fail(""Arrays are not equal""); } }",public String[] getValuesAsArray() { if (values.isEmpty()) { return null; } return values.toArray(new String[0]); },CLEAN,CLEAN,CLEAN
"@Test public void testTranslateToRegex() { localPartCheck = new LocalPartRegexCheckerImpl("""", true, false); String regularPattern = ""w.<tal.end>""; String convertedPattern = localPartCheck.translateToRegex(regularPattern); String expectedRegex = ""[a-z]+\\.tal.end""; assertEquals(expectedRegex, convertedPattern); regularPattern = ""<tal>w<end>""; convertedPattern = localPartCheck.translateToRegex(regularPattern); expectedRegex = ""tal[a-z]+end""; assertEquals(expectedRegex, convertedPattern); regularPattern = ""<tal>?<end>*""; convertedPattern = localPartCheck.translateToRegex(regularPattern); expectedRegex = ""tal[^\\s\\p{Cntrl}\\(\\)<>@,;:'\\\\\\\""\\.\\[\\]]end[^\\s\\p{Cntrl}\\(\\)<>@,;:'\\\\\\\""\\.\\[\\]]*""; assertEquals(expectedRegex, convertedPattern); regularPattern = ""<tal>?<+end>*""; convertedPattern = localPartCheck.translateToRegex(regularPattern); expectedRegex = ""tal[^\\s\\p{Cntrl}\\(\\)<>@,;:'\\\\\\\""\\.\\[\\]]+end[^\\s\\p{Cntrl}\\(\\)<>@,;:'\\\\\\\""\\.\\[\\]]*""; assertEquals(expectedRegex, convertedPattern); regularPattern = ""<tal>?<\\+end>*""; convertedPattern = localPartCheck.translateToRegex(regularPattern); expectedRegex = ""tal[^\\s\\p{Cntrl}\\(\\)<>@,;:'\\\\\\\""\\.\\[\\]]\\+end[^\\s\\p{Cntrl}\\(\\)<>@,;:'\\\\\\\""\\.\\[\\]]*""; assertEquals(expectedRegex, convertedPattern); regularPattern = ""a<[._-]?>w""; convertedPattern = localPartCheck.translateToRegex(regularPattern); expectedRegex = ""[a-z][._-]?[a-z]+""; assertEquals(expectedRegex, convertedPattern); regularPattern = ""a.<[._w-]?>w<tat?>""; convertedPattern = localPartCheck.translateToRegex(regularPattern); expectedRegex = ""[a-z]\\.[._w-]?[a-z]+tat?""; assertEquals(expectedRegex, convertedPattern); }","String translateToRegex(String localPart) { if (localPart == null) { return null; } String[] loacalPartSplits = StringUtils.split(localPart, Constant.LEFT_BRACKET); StringBuilder buf = new StringBuilder(); for (String loacalPartSplit : loacalPartSplits) { String splitedStr = loacalPartSplit; int indexOf = splitedStr.indexOf(Constant.RIGHT_END); if (indexOf != -1) { String startStr = splitedStr.substring(0, indexOf); String endStr = splitedStr.substring(indexOf + 1); endStr = replaceChar(endStr); splitedStr = startStr + endStr; } else { splitedStr = replaceChar(splitedStr); } buf.append(splitedStr); } return buf.toString(); }",CLEAN,NOISE,NOISE
"@Test public void kapuaLocatorExceptionKapuaLocatorErrorCodesThrowableNullObjectParametersTest() { for (Throwable throwable : throwables) { for (int i = 0; i < kapuaLocatorErrorCodes.length; i++) { KapuaLocatorException kapuaLocatorException = new KapuaLocatorException(kapuaLocatorErrorCodes[i], throwable, null); assertEquals(""Expected and actual values should be the same."", kapuaLocatorErrorCodes[i], kapuaLocatorException.getCode()); assertEquals(""Expected and actual values should be the same."", throwable, kapuaLocatorException.getCause()); assertEquals(""Expected and actual values should be the same."", expectedMessageNullArguments[i], kapuaLocatorException.getMessage()); assertEquals(""Expected and actual values should be the same."", expectedErrorMessage, kapuaLocatorException.getKapuaErrorMessagesBundle()); } } }",protected String getKapuaErrorMessagesBundle() { return KAPUA_ERROR_MESSAGES; },CLEAN,CLEAN,NOISE
"@Test public void testAccept() { IntegerPropertyDefinition.Builder builder = createTestBuilder(); builder.setAllowUnlimited(true); IntegerPropertyDefinition spd = buildTestDefinition(builder); PropertyDefinitionVisitor<Boolean, Void> v = new PropertyDefinitionVisitor<Boolean, Void>() { @Override public Boolean visitInteger(IntegerPropertyDefinition d, Void o) { return true; } @Override public Boolean visitUnknown(PropertyDefinition d, Void o) throws PropertyException { return false; } }; assertEquals((boolean) spd.accept(v, null), true); }","@Override public <R, P> R accept(PropertyDefinitionVisitor<R, P> v, P p) { return v.visitInteger(this, p); }",NOISE,CLEAN,CLEAN
"@Test public void getDoubleTest() { map.put(""Key"", 10.11); assertEquals(""Expected and actual values should be the same."", 10.11, abstractBaseKapuaSetting.getDouble(key), 0.2); abstractBaseKapuaSetting.setSystemPropertyHotSwap(true); assertEquals(""Expected and actual values should be the same."", 10.11, abstractBaseKapuaSetting.getDouble(key), 0.2); System.setProperty(""Key"", ""10.11""); assertEquals(""Expected and actual values should be the same."", 10.11, abstractBaseKapuaSetting.getDouble(key), 0.2); System.clearProperty(""Key""); }",public double getDouble(K key) { if (systemPropertyHotSwap) { String sysProp = System.getProperty(key.key()); if (sysProp != null) { return PropertyConverter.toDouble(sysProp); } } return config.getDouble(key.key()); },CLEAN,CLEAN,CLEAN
"@Test public void normalize_no_www() { assertEquals(""icm.edu.pl"", normalizer.normalize(""icm.edu.pl"")); }","@Override public String normalize(String value) { if (StringUtils.isBlank(value)) { return """"; } String result = value.toLowerCase(); result = result.trim().replaceAll(""\\s"", "" "").replaceAll("" +"", "" ""); result = result.replaceAll(""^(http|https)\\:\\/\\/"", """"); result = result.replaceAll(""^(www)\\."", """"); result = result.trim(); return result; }",NOISE,CLEAN,CLEAN
@Test public void testCreateMetaData() { TmetadataImpl value = new TmetadataImpl(); ObjectFactoryImpl factoryImpl = new ObjectFactoryImpl(); Assert.assertNotNull(factoryImpl.createMetaData(value)); },"@XmlElementDecl(namespace = ""http: public JAXBElement<TmetadataImpl> createMetaData(TmetadataImpl value) { return new JAXBElement<>(_MetaData_QNAME, TmetadataImpl.class, null, value); }",NOISE,CLEAN,NOISE
"@Test public void testGetMetaBucket() throws TTException { List<List<Map.Entry<DumbKey, DumbValue>>> data = CoreTestHelper.createTestMeta(mHolder); testMeta(mHolder.getSession(), data); }","@Override public MetaBucket getMetaBucket() { checkState(!mClose, ""Transaction already closed""); return mMetaBucket; }",NOISE,CLEAN,NOISE
"@Test public void testCheckCanHandle() { DataSet dataset = null; Object inputData = 100; int rowNum = 0; String column = ""firstName""; String ruleName = ""rule1""; String expression = ""Tony,Green""; boolean ignoreBlanks = false; ActionParameter actionParameter = new ActionParameter(dataset, inputData, rowNum, column, ruleName, expression, ignoreBlanks); SmallestAction smallestAction = new SmallestAction(); boolean checkCanHandle = smallestAction.canHandle(actionParameter); Assert.assertFalse(""100 is not a String so that result should be false"", checkCanHandle); }","@Override public boolean canHandle(ActionParameter actionParameter) { if (!(actionParameter.getInputData() instanceof String)) { return false; } return actionParameter.getDataset().isShortest(actionParameter.getInputData(), actionParameter.getColumn(), actionParameter.isIgnoreBlanks()); }",NOISE,CLEAN,CLEAN
"@Test public void shouldGetTheCorrectFieldName() { Optional<Field> field = SchemaUtil.getFieldByName(schema, ""orderid"".toUpperCase()); Assert.assertTrue(field.isPresent()); assertThat(field.get().schema(), sameInstance(Schema.INT64_SCHEMA)); assertThat("""", field.get().name().toLowerCase(), equalTo(""orderid"")); Optional<Field> field1 = SchemaUtil.getFieldByName(schema, ""orderid""); Assert.assertFalse(field1.isPresent()); }","public static Optional<Field> getFieldByName(final Schema schema, final String fieldName) { if (schema.fields() != null) { for (Field field : schema.fields()) { if (field.name().equals(fieldName)) { return Optional.of(field); } else if (field.name().equals(fieldName.substring(fieldName.indexOf(""."") + 1))) { return Optional.of(field); } } } return Optional.empty(); }",CLEAN,CLEAN,CLEAN
"@Test public void getCacheTest() { String cacheName = ""cacheName""; NullPointerException nullPointerException = new NullPointerException(); assertNotNull(""Null not expected."", KapuaCacheManager.getCache(cacheName)); assertThat(""Cache object expected."", KapuaCacheManager.getCache(cacheName), IsInstanceOf.instanceOf(Cache.class)); try { KapuaCacheManager.getCache(null); } catch (Exception e) { assertEquals(""NullPointerException expected."", nullPointerException.toString(), e.toString()); } }","public static Cache<Serializable, Serializable> getCache(String cacheName) { Cache<Serializable, Serializable> cache = CACHE_MAP.get(cacheName); if (cache == null) { synchronized (CACHE_MAP) { cache = CACHE_MAP.get(cacheName); if (cache == null) { checkCacheManager(); cache = cacheManager.createCache(cacheName, initConfig()); CACHE_MAP.put(cacheName, cache); registeredCache.inc(); LOGGER.info(""Created cache: {} - Expiry Policy: {} - TTL: {}"", cacheName, EXPIRY_POLICY, TTL); } } } return cache; }",NOISE,CLEAN,NOISE
"@Test public void testU1DFExpr() throws Exception { String simpleQuery = ""SELECT FLOOR(col3), CEIL(col3*3), ABS(col0+1.34), RANDOM()+10, ROUND(col3*2)+12 FROM codegen_test;""; Analysis analysis = analyzeQuery(simpleQuery); GenericRowValueTypeEnforcer genericRowValueTypeEnforcer = new GenericRowValueTypeEnforcer(schema); ExpressionMetadata expressionEvaluator0 = codeGenRunner.buildCodeGenFromParseTree(analysis .getSelectExpressions() .get(0)); Object argObj0 = genericRowValueTypeEnforcer.enforceFieldType(3, 1.5); Object result0 = expressionEvaluator0.getExpressionEvaluator().evaluate(new Object[]{expressionEvaluator0.getUdfs() [0], argObj0}); assertThat(argObj0, instanceOf(Double.class)); assertThat(result0, instanceOf(Double.class)); assertThat(((Double)result0), equalTo(1.0)); ExpressionMetadata expressionEvaluator1 = codeGenRunner.buildCodeGenFromParseTree(analysis .getSelectExpressions().get(1)); Object argObj1 = genericRowValueTypeEnforcer.enforceFieldType(3, 1.5); Object result1 = evaluateU1DF(expressionEvaluator1, argObj1); assertThat(argObj1, instanceOf(Double.class)); assertThat(result1, instanceOf(Double.class)); assertThat(((Double)result1), equalTo(5.0)); ExpressionMetadata expressionEvaluator2 = codeGenRunner.buildCodeGenFromParseTree(analysis .getSelectExpressions().get(2)); Object argObj2 = genericRowValueTypeEnforcer.enforceFieldType(0, 15); Object result2 = evaluateU1DF(expressionEvaluator2, argObj2); assertThat(argObj2, instanceOf(Long.class)); assertThat(result2, instanceOf(Double.class)); assertThat(((Double)result2), equalTo(16.34)); ExpressionMetadata expressionEvaluator3 = codeGenRunner.buildCodeGenFromParseTree(analysis .getSelectExpressions().get(3)); Object result3 = expressionEvaluator3.getExpressionEvaluator().evaluate(new Object[]{expressionEvaluator3.getUdfs()[0]}); assertThat(result3, instanceOf(Double.class)); assertThat(((Double)result3).intValue(), equalTo(10)); ExpressionMetadata expressionEvaluator4 = codeGenRunner.buildCodeGenFromParseTree(analysis .getSelectExpressions().get(4)); Object argObj4 = genericRowValueTypeEnforcer.enforceFieldType(3, 1.5); Object result4 = evaluateU1DF(expressionEvaluator4, argObj4); assertThat(argObj4, instanceOf(Double.class)); assertThat(result4, instanceOf(Long.class)); assertThat(((Long)result4), equalTo(15L)); }","public ExpressionMetadata buildCodeGenFromParseTree( final Expression expression ) throws Exception { Map<String, Class> parameterMap = getParameterInfo(expression); String[] parameterNames = new String[parameterMap.size()]; Class[] parameterTypes = new Class[parameterMap.size()]; int[] columnIndexes = new int[parameterMap.size()]; Kudf[] kudfObjects = new Kudf[parameterMap.size()]; int index = 0; for (Map.Entry<String, Class> entry : parameterMap.entrySet()) { parameterNames[index] = entry.getKey(); parameterTypes[index] = entry.getValue(); columnIndexes[index] = SchemaUtil.getFieldIndexByName(schema, entry.getKey()); if (columnIndexes[index] < 0) { kudfObjects[index] = (Kudf) entry.getValue().newInstance(); } else { kudfObjects[index] = null; } index++; } String javaCode = new SqlToJavaVisitor(schema, functionRegistry).process(expression); IExpressionEvaluator ee = CompilerFactoryFactory.getDefaultCompilerFactory().newExpressionEvaluator(); ee.setParameters(parameterNames, parameterTypes); ExpressionTypeManager expressionTypeManager = new ExpressionTypeManager( schema, functionRegistry ); Schema expressionType = expressionTypeManager.getExpressionType(expression); ee.setExpressionType(SchemaUtil.getJavaType(expressionType)); ee.cook(javaCode); return new ExpressionMetadata(ee, columnIndexes, kudfObjects, expressionType); }",CLEAN,NOISE,NOISE
