target,src_fm
"@Test public void testConvertDecimeter() { double dm = 1.0; double mm = 100.0; double cm = 10.0; double m = 0.1; double dam = 0.01; double hm = 0.001; double km = 0.0001; double in = 3.937007874015748; double ft = 0.32808398950131233; double yd = 0.10936132983377078; double mi = 6.213711922373339E-5; double nm = 5.399568034557236E-5; double ly = 1.0570008340246154E-17; DistanceConverter converter0 = new DistanceConverter(DistanceEnum.DECIMETER, DistanceEnum.DECIMETER); assertEquals(dm, converter0.convert(dm), delta); DistanceConverter converter1 = new DistanceConverter(DistanceEnum.DECIMETER, DistanceEnum.MILLIMETER); assertEquals(mm, converter1.convert(dm), delta); DistanceConverter converter2 = new DistanceConverter(DistanceEnum.DECIMETER, DistanceEnum.CENTIMETER); assertEquals(cm, converter2.convert(dm), delta); DistanceConverter converter3 = new DistanceConverter(DistanceEnum.DECIMETER, DistanceEnum.METER); assertEquals(m, converter3.convert(dm), delta); DistanceConverter converter4 = new DistanceConverter(DistanceEnum.DECIMETER, DistanceEnum.DEKAMETER); assertEquals(dam, converter4.convert(dm), delta); DistanceConverter converter5 = new DistanceConverter(DistanceEnum.DECIMETER, DistanceEnum.HECTOMETER); assertEquals(hm, converter5.convert(dm), delta); DistanceConverter converter6 = new DistanceConverter(DistanceEnum.DECIMETER, DistanceEnum.KILOMETER); assertEquals(km, converter6.convert(dm), delta); DistanceConverter converter7 = new DistanceConverter(DistanceEnum.DECIMETER, DistanceEnum.INCH); assertEquals(in, converter7.convert(dm), delta); DistanceConverter converter8 = new DistanceConverter(DistanceEnum.DECIMETER, DistanceEnum.FOOT); assertEquals(ft, converter8.convert(dm), delta); DistanceConverter converter9 = new DistanceConverter(DistanceEnum.DECIMETER, DistanceEnum.YARD); assertEquals(yd, converter9.convert(dm), delta); DistanceConverter converter10 = new DistanceConverter(DistanceEnum.DECIMETER, DistanceEnum.MILE); assertEquals(mi, converter10.convert(dm), delta); DistanceConverter converter11 = new DistanceConverter(DistanceEnum.DECIMETER, DistanceEnum.NAUTICAL_MILE); assertEquals(nm, converter11.convert(dm), delta); DistanceConverter converter12 = new DistanceConverter(DistanceEnum.DECIMETER, DistanceEnum.LIGHT_YEAR); assertEquals(ly, converter12.convert(dm), delta); }",public double convert(double value) { if (Double.isNaN(value)) { return value; } if (this.deFrom.equals(this.deTo)) { return value; } BigDecimal bdResult = new BigDecimal(String.valueOf(value)).multiply(this.multiplier); return bdResult.doubleValue(); }
"@Test public void testSetParameters2() { HistogramStatistics hs = new HistogramStatistics(); try { hs.setParameters(100d, 101d, 1); } catch (DQStatisticsRuntimeException e) { Assert.assertEquals(""max must be greater than min"", e.getMessage()); } }","public void setParameters(double max, double min, int numBins) { if (max <= min) { throw new DQStatisticsRuntimeException(""max must be greater than min""); } if (numBins <= 0) { throw new DQStatisticsRuntimeException( ""invalid numBins value :"" + numBins + "" , numBins must be a none zero integer""); } this.max = max; this.min = min; this.numBins = numBins; binSize = BigDecimal.valueOf(max - min).divide(BigDecimal.valueOf(numBins), 10, RoundingMode.UP); result = new long[numBins]; }"
"@Test public void replaceStringCodePointsWithOneNumber() { Random random = new Random(123); String input = ""8""; Integer codePoint = ""2"".codePointAt(0); List<Integer> repalceStringCodePoint = TextPatternUtil.replaceStringCodePoints(input, random); assertEquals(codePoint, repalceStringCodePoint.get(0)); }","public static List<Integer> replaceStringCodePoints(String stringToReplace, Random random) { List<Integer> codePoints = new ArrayList<>(); long numberCodePoints = stringToReplace.codePoints().count(); for (int i = 0; i < numberCodePoints; i++) { Integer codePoint = stringToReplace.codePointAt(i); codePoints.add(replaceCharacter(codePoint, random)); } return codePoints; }"
"@Test public void testKey() { FingerprintKeyer keyer = new FingerprintKeyer(); for (String[] element : testStr) { assertEquals(element[1], keyer.key(element[0])); } }","public String key(String str) { String s = str.trim(); s = s.toLowerCase(); s = alphanum.matcher(s).replaceAll(""""); String[] frags = StringUtils.split(s); TreeSet<String> set = new TreeSet<String>(); for (String ss : frags) { set.add(ss); } StringBuilder b = new StringBuilder(); Iterator<String> i = set.iterator(); while (i.hasNext()) { b.append(i.next()); b.append(' '); } return asciify(b.toString().trim()); }"
"@Test public void testSample() { sampler = new ReservoirSampler<TestRowStruct>(SAMPLE_SIZE, TestConstants.RANDOM_SEED); sampler.clear(); for (TestRowStruct row : testers) { sampler.onNext(row); } sampler.onCompleted(true); List<TestRowStruct> sampleList = sampler.sample(); for (int i = 0; i < sampleList.size(); i++) { assertEquals(EXPECTED_SAMPLES[i], sampleList.get(i).getId()); } }",public List<T> sample() { return Collections.unmodifiableList(candidates); }
"@Test public void testIsValidWord() { assertTrue(wordnet.isValidWord(""talent"")); assertTrue(wordnet.isValidWord(""postal_code"")); assertTrue(wordnet.isValidWord(""Of"")); assertFalse(wordnet.isValidWord(""foobar"")); assertFalse(wordnet.isValidWord(""PostalCode"")); }","boolean isValidWord(String input) { if (ENGLISH_STOP_WORDS_SET.contains(input.toLowerCase())) { return true; } IIndexWord idxWord; for (POS pos : POS.values()) { idxWord = dict.getIndexWord(input, pos); if (idxWord != null) { return true; } } return false; }"
"@Test public void testIsDateddMMMyyyy() { String dateStr = ""15-Sep-2014""; assertTrue(TypeInferenceUtils.isDate(dateStr)); }",public static boolean isDate(String value) { return SystemDateTimePatternManager.isDate(value); }
"@Test public void testTranslateToRegex() { localPartCheck = new LocalPartRegexCheckerImpl("""", true, false); String regularPattern = ""w.<tal.end>""; String convertedPattern = localPartCheck.translateToRegex(regularPattern); String expectedRegex = ""[a-z]+\\.tal.end""; assertEquals(expectedRegex, convertedPattern); regularPattern = ""<tal>w<end>""; convertedPattern = localPartCheck.translateToRegex(regularPattern); expectedRegex = ""tal[a-z]+end""; assertEquals(expectedRegex, convertedPattern); regularPattern = ""<tal>?<end>*""; convertedPattern = localPartCheck.translateToRegex(regularPattern); expectedRegex = ""tal[^\\s\\p{Cntrl}\\(\\)<>@,;:'\\\\\\\""\\.\\[\\]]end[^\\s\\p{Cntrl}\\(\\)<>@,;:'\\\\\\\""\\.\\[\\]]*""; assertEquals(expectedRegex, convertedPattern); regularPattern = ""<tal>?<+end>*""; convertedPattern = localPartCheck.translateToRegex(regularPattern); expectedRegex = ""tal[^\\s\\p{Cntrl}\\(\\)<>@,;:'\\\\\\\""\\.\\[\\]]+end[^\\s\\p{Cntrl}\\(\\)<>@,;:'\\\\\\\""\\.\\[\\]]*""; assertEquals(expectedRegex, convertedPattern); regularPattern = ""<tal>?<\\+end>*""; convertedPattern = localPartCheck.translateToRegex(regularPattern); expectedRegex = ""tal[^\\s\\p{Cntrl}\\(\\)<>@,;:'\\\\\\\""\\.\\[\\]]\\+end[^\\s\\p{Cntrl}\\(\\)<>@,;:'\\\\\\\""\\.\\[\\]]*""; assertEquals(expectedRegex, convertedPattern); regularPattern = ""a<[._-]?>w""; convertedPattern = localPartCheck.translateToRegex(regularPattern); expectedRegex = ""[a-z][._-]?[a-z]+""; assertEquals(expectedRegex, convertedPattern); regularPattern = ""a.<[._w-]?>w<tat?>""; convertedPattern = localPartCheck.translateToRegex(regularPattern); expectedRegex = ""[a-z]\\.[._w-]?[a-z]+tat?""; assertEquals(expectedRegex, convertedPattern); }","String translateToRegex(String localPart) { if (localPart == null) { return null; } String[] loacalPartSplits = StringUtils.split(localPart, Constant.LEFT_BRACKET); StringBuilder buf = new StringBuilder(); for (String loacalPartSplit : loacalPartSplits) { String splitedStr = loacalPartSplit; int indexOf = splitedStr.indexOf(Constant.RIGHT_END); if (indexOf != -1) { String startStr = splitedStr.substring(0, indexOf); String endStr = splitedStr.substring(indexOf + 1); endStr = replaceChar(endStr); splitedStr = startStr + endStr; } else { splitedStr = replaceChar(splitedStr); } buf.append(splitedStr); } return buf.toString(); }"
"@Test public void testDereferencingUnionOfComplex() throws URISyntaxException, IOException { byte[] avsc = Files.readAllBytes(Paths.get(getClass().getResource(""./unionOfComplex.avsc"").toURI())); Schema schema = new Schema.Parser().parse(new String(avsc)); Schema schemaWithoutRefTypes = AvroUtils.dereferencing(schema); assertNotEquals(schema, schemaWithoutRefTypes); }","public static Schema dereferencing(Schema schema) { Schema dereferencedSchema = schema; Stream names = getNamedTypes(schema); List<String> flattenNames = flattenStream(names); Set<String> distinctFlattenNames = new HashSet<>(flattenNames); if (distinctFlattenNames.size() != flattenNames.size()) { Map<String, String> namespaces = new HashMap<>(); for (String name : distinctFlattenNames) { namespaces.put(name, ""a""); } return buildDereferencedSchema(schema, namespaces); } return dereferencedSchema; }"
"@Test public void testGetSwooshGrouping() { recordGroup = new AbstractRecordGrouping<String>() { @Override protected void outputRow(String[] row) { groupingRecords.add(row); } @Override protected String incrementGroupSize(String oldGroupSize) { String newGroupSize = String.valueOf(Integer.parseInt(String.valueOf(oldGroupSize)) + 1); return newGroupSize; } @Override protected String castAsType(Object objectValue) { String column = String.valueOf(objectValue); return column; } @Override protected boolean isMaster(String col) { return ""true"".equals(col); } @Override protected String[] createTYPEArray(int size) { String[] arrays = new String[size]; return arrays; } @Override protected void outputRow(RichRecord row) { } }; Assert.assertNotNull(""The attribute swooshGrouping should not be null"", ((AbstractRecordGrouping<String>) recordGroup).getSwooshGrouping()); }",public TSwooshGrouping<TYPE> getSwooshGrouping() { return this.swooshGrouping; }
"@Test public void datesWithHijrahChronology() { assertTrue(SystemDateTimePatternManager.isDate(""1345-02-28 هـ"")); }","public static boolean isDate(String value) { if (checkDatesPreconditions(value)) return findOneDateTimePattern(DATE_PATTERN_GROUP_LIST, value).isPresent(); return false; }"
"@Test public void testFormatRFC396() { assertEquals(""tel:+1-541-754-3010"", handler.formatRFC396(US_NUM_1)); assertEquals(""tel:+1-541-754-3010"", handler.formatRFC396(US_NUM_2)); }","public String formatRFC396(Object data) { return PhoneNumberHandlerBase.formatRFC396(data, defaultRegion); }"
@Test public void checkRangesIdeographic() { List<Integer> issues = new ArrayList<>(); Pattern pattern = Pattern.compile(WordPattern.IDEOGRAM.getCaseSensitive()); for (int codePoint = 0; codePoint < Character.MAX_CODE_POINT; codePoint++) { String string = String.valueOf(Character.toChars(codePoint)); boolean matchPattern = pattern.matcher(string).matches(); boolean recognizeString = WordPatternRecognizer.isIdeographic(codePoint); Assert.assertTrue(matchPattern == recognizeString); if (matchPattern != recognizeString) issues.add(codePoint); } display(issues); },static boolean isIdeographic(int codePoint) { return (Character.isIdeographic(codePoint) || ADDITIONAL_IDEOGRAMS.contains(codePoint)) && !REMOVED_IDEOGRAMS.contains(codePoint); }
"@Test public void testDifference() { assertEquals(0, StringComparisonUtil.difference(null, str2)); assertEquals(0, StringComparisonUtil.difference(str1, null)); assertEquals(3, StringComparisonUtil.difference(str1, str2)); assertEquals(3, StringComparisonUtil.difference(str1, str3)); assertEquals(2, StringComparisonUtil.difference(str1, str4)); assertEquals(0, StringComparisonUtil.difference(str1, str5)); assertEquals(0, StringComparisonUtil.difference("" "", """")); assertEquals(1, StringComparisonUtil.difference("" "", "" "")); assertEquals(0, StringComparisonUtil.difference(null, null)); assertEquals(2, StringComparisonUtil.difference(str6, str7)); assertEquals(1, StringComparisonUtil.difference(str8, str9)); assertEquals(0, StringComparisonUtil.difference(str8, str10)); assertEquals(0, StringComparisonUtil.difference(str8, str11)); assertEquals(1, StringComparisonUtil.difference(str10, str11)); assertEquals(2, StringComparisonUtil.difference(""𠀠𠀡𠀢"", ""𠀠𠀡a"")); assertEquals(3, StringComparisonUtil.difference(""𠀐𠀑𠀒𠀓𠀔"", ""𠀐𠀑a𠀓b"")); }","public static int difference(String str1, String str2) { if (str1 == null || str2 == null) { return 0; } int[] cpArray1 = stringToCodePointArray(str1); int[] cpArray2 = stringToCodePointArray(str2); int lengthToMatch = Math.min(cpArray1.length, cpArray2.length); int diff = 0; for (int i = 0; i < lengthToMatch; i++) { if (cpArray1[i] == cpArray2[i]) { diff++; } } return diff; }"
"@Test public void testGetDocument() { SynonymIndexSearcher search = new SynonymIndexSearcher(); try { search.openIndexInFS(INDEX_PATH); } catch (IOException e) { fail(e.getMessage()); } TopDocs docs = search.searchDocumentByWord(""IAIDQ""); doAssertEquals(false, docs.totalHits.value == 0); Document document = search.getDocument(docs.scoreDocs[0].doc); assertNotNull(document); String[] values = document.getValues(SynonymIndexSearcher.F_WORD); assertNotNull(values); doAssertEquals(""unexpected values!"", 1, values.length); search.close(); }","public Document getDocument(int docNum) { Document doc = null; try { IndexSearcher searcher = mgr.acquire(); IndexReader reader = searcher.getIndexReader(); doc = reader.document(docNum); mgr.release(searcher); } catch (IOException e) { LOGGER.error(e.getMessage(), e); } return doc; }"
"@Test public void testCreateMergeValue_CasePreferTrue() { MFBRecordMerger mFBRecordMerger = new MFBRecordMerger("""", new String[0], new SurvivorShipAlgorithmEnum[] { SurvivorShipAlgorithmEnum.MOST_RECENT }); String left = """"; String right = ""true""; String mergeValue = mFBRecordMerger.createMergeValue(""MFB"", ""MFB"", null, 1, 2, SurvivorShipAlgorithmEnum.PREFER_TRUE, left, right, null, null); assertEquals(""true"", mergeValue); left = ""false""; right = ""false""; mergeValue = mFBRecordMerger.createMergeValue(""MFB"", ""MFB"", null, 2, 1, SurvivorShipAlgorithmEnum.PREFER_TRUE, left, right, null, null); assertEquals(""false"", mergeValue); }","protected String createMergeValue(String leftSource, String rightSource, String parameter, long leftTimeStamp, long rightTimeStamp, SurvivorShipAlgorithmEnum survivorShipAlgorithmEnum, String leftValue, String rightValue, String mergedValue, AttributeValues<String> mergedValues) { BigDecimal leftNumberValue; BigDecimal rightNumberValue; if (leftValue == null) { return rightValue; } else if (rightValue == null) { return leftValue; } long leftValueLength = leftValue.codePoints().count(); long rightValueLength = rightValue.codePoints().count(); switch (survivorShipAlgorithmEnum) { case CONCATENATE: if (StringUtils.isEmpty(parameter)) { return leftValue + rightValue; } else { return leftValue + parameter + rightValue; } case LARGEST: leftNumberValue = parseNumberValue(leftValue); rightNumberValue = parseNumberValue(rightValue); if (leftNumberValue == null) { return rightValue; } if (rightNumberValue == null) { return leftValue; } if (leftNumberValue.compareTo(rightNumberValue) >= 0) { return leftValue; } else { return rightValue; } case SMALLEST: leftNumberValue = parseNumberValue(leftValue); rightNumberValue = parseNumberValue(rightValue); if (leftNumberValue == null) { return rightValue; } if (rightNumberValue == null) { return leftValue; } if (leftNumberValue.compareTo(rightNumberValue) <= 0) { return leftValue; } else { return rightValue; } case MOST_RECENT: if (leftTimeStamp >= rightTimeStamp) { return leftValue; } else { return rightValue; } case MOST_ANCIENT: if (leftTimeStamp <= rightTimeStamp) { return leftValue; } else { return rightValue; } case PREFER_TRUE: if (Boolean.parseBoolean(leftValue) || Boolean.parseBoolean(rightValue)) { return ""true""; } else { return ""false""; } case PREFER_FALSE: if (Boolean.parseBoolean(leftValue) && Boolean.parseBoolean(rightValue)) { return ""true""; } else { return ""false""; } case MOST_COMMON: return mergedValues.mostCommon(); case LONGEST: if (leftValueLength >= rightValueLength) { return leftValue; } else { return rightValue; } case SHORTEST: if (leftValueLength <= rightValueLength) { return leftValue; } else { return rightValue; } case MOST_TRUSTED_SOURCE: String mostTrustedSourceName = parameter; if (mostTrustedSourceName == null) { throw new IllegalStateException(""Survivorship 'most trusted source' must specify a trusted source.""); } if (mostTrustedSourceName.equals(rightSource)) { return rightValue; } else { return leftValue; } } return null; }"
@Test public void checkRangesDigit() { List<Integer> issues = new ArrayList<>(); Pattern pattern = Pattern.compile(WordPattern.DIGIT.getCaseSensitive()); for (int codePoint = 0; codePoint < Character.MAX_CODE_POINT; codePoint++) { String string = String.valueOf(Character.toChars(codePoint)); boolean matchPattern = pattern.matcher(string).matches(); boolean recognizeString = WordPatternRecognizer.isDigit(codePoint); Assert.assertTrue(matchPattern == recognizeString); if (matchPattern != recognizeString) issues.add(codePoint); } display(issues); },static boolean isDigit(int codePoint) { return Character.isDigit(codePoint); }
"@Test public void testReplaceDigits() { String EXPECTED_NUMBER = ""12120""; Object dup = dataModifier.generateDuplicate(NUMBER_TO_TEST, Function.REPLACE_DIGIT, DEFAULT_MODIF_COUNT, EMPTY_STRING); assertEquals(EXPECTED_NUMBER, dup); }","public Date generateDuplicate(Date date, Function function, int modifCount, String extraParameter) { if (date == null || function == null) { return date; } Date newDate = new Date(date.getTime()); switch (function) { case SET_TO_NULL: return null; case MODIFY_DATE_VALUE: for (int i = 0; i < modifCount; i++) { dateChanger.modifyDateValue(newDate); } return newDate; case SWITCH_DAY_MONTH_VALUE: for (int i = 0; i < modifCount; i++) { dateChanger.switchDayMonthValue(newDate); } return newDate; case REPLACE_BY_RANDOM_DATE: for (int i = 0; i < modifCount; i++) { dateChanger.replaceWithRandomDate(newDate); } return newDate; default: break; } return date; }"
"@Test public void testConvertDefault() { double day = 1; double hour = 24; assertEquals(hour, new DurationConverter().convert(day), delta); assertEquals(hour, new DurationConverter(ChronoUnit.DAYS, null).convert(day), delta); assertEquals(hour, new DurationConverter(null, ChronoUnit.HOURS).convert(day), delta); }","public double convert(double value) { if (noNeedConvert(value)) { return value; } double days = handleDays(value); return handleFinalResult(value, days); }"
"@Test public void testIncrement() { sortedList.addNewValue(""value1""); sortedList.addNewValue(""value2""); sortedList.addNewValue(""value3""); Assert.assertEquals(sortedList.get(0).left, ""value1""); sortedList.increment(2); Assert.assertEquals(sortedList.get(0).left, ""value3""); sortedList.increment(2); sortedList.increment(1); Assert.assertEquals(sortedList.get(0).left, ""value1""); }","public void increment(int foundIndex) { int newFrequency = get(foundIndex).getRight() + 1; get(foundIndex).setRight(newFrequency); int currentIndex = foundIndex - 1; while (currentIndex >= 0 && get(currentIndex).getRight() < newFrequency) currentIndex--; if (currentIndex + 1 != foundIndex) Collections.swap(this, currentIndex + 1, foundIndex); }"
"@Test public void testGetLongestResult() { Column col1 = new Column(""city1"", ""String""); Column col2 = new Column(""city2"", ""String""); Column col3 = new Column(""city3"", ""String""); Column col4 = new Column(""city4"", ""String""); List<Column> columns = new ArrayList<>(); columns.add(col1); columns.add(col2); columns.add(col3); columns.add(col4); DataSet dataset = new DataSet(columns); Record record1 = new Record(); record1.setId(1); Attribute att1 = new Attribute(record1, col1, ""value1""); Attribute att2 = new Attribute(record1, col2, ""value2""); Attribute att3 = new Attribute(record1, col2, ""value33""); Attribute att4 = new Attribute(record1, col2, ""value4""); record1.putAttribute(""city1"", att1); record1.putAttribute(""city2"", att2); record1.putAttribute(""city3"", att3); record1.putAttribute(""city4"", att4); col1.putAttribute(record1, att1); col2.putAttribute(record1, att2); col3.putAttribute(record1, att3); col4.putAttribute(record1, att4); Record record2 = new Record(); record2.setId(2); att1 = new Attribute(record2, col1, ""value11""); att2 = new Attribute(record2, col2, null); att3 = new Attribute(record2, col2, ""value3""); att4 = new Attribute(record2, col2, ""value4""); record2.putAttribute(""city1"", att1); record2.putAttribute(""city2"", att2); record2.putAttribute(""city3"", att3); record2.putAttribute(""city4"", att4); col1.putAttribute(record2, att1); col2.putAttribute(record2, att2); col3.putAttribute(record2, att3); col4.putAttribute(record2, att4); dataset.getRecordList().add(record1); dataset.getRecordList().add(record2); HandlerParameter createHandlerParameter = this.createHandlerParameter(null); createHandlerParameter.setTarColumn(col1); List<Integer> conflictIndex = new ArrayList<>(); conflictIndex.add(0); conflictIndex.add(1); createHandlerParameter.setDataset(new SubDataSet(dataset, conflictIndex)); CRCRHandler crcr1 = new CRCRHandler(createHandlerParameter); Object longestResult = crcr1.getLongestResult(""value""); Assert.assertEquals(""The result of logest value should be value11"", ""value11"", longestResult.toString()); longestResult = crcr1.getLongestResult(""value11""); Assert.assertEquals(""The result of logest value should be value1"", ""value1"", longestResult.toString()); createHandlerParameter.setRefColumn(col2); createHandlerParameter.setTarColumn(col2); createHandlerParameter.setFillColumn(""city1""); longestResult = crcr1.getLongestResult(""value""); Assert.assertEquals(""The result of logest value should be value11"", ""value11"", longestResult.toString()); createHandlerParameter = this.createHandlerParameter(RuleDefinition.Function.ExcludeValues.getAction()); createHandlerParameter.setTarColumn(col1); conflictIndex = new ArrayList<>(); conflictIndex.add(0); conflictIndex.add(1); createHandlerParameter.setDataset(new SubDataSet(dataset, conflictIndex)); crcr1 = new CRCRHandler(createHandlerParameter); longestResult = crcr1.getLongestResult(""value""); Assert.assertEquals(""The result of logest value should be value1"", ""value1"", longestResult.toString()); }","public Object getLongestResult(Object result) { Object finalResult = StringUtils.EMPTY; SubDataSet dataSet = (SubDataSet) this.getHandlerParameter().getDataset(); List<Integer> dataSetIndex = dataSet.getDataSetIndex(); for (Integer rowNum : dataSetIndex) { String targetName = this.getHandlerParameter().getTargetColumn().getName(); Object targetInputData = this.getHandlerParameter().getInputData(rowNum, targetName); if (needFillColumn(targetInputData, targetName)) { targetInputData = this.getHandlerParameter().getInputData(rowNum, handlerParameter.getFillColumn()); } if (isUnexpectedValue(targetInputData)) { continue; } if (result.equals(targetInputData)) { continue; } long finalResultCPCount = finalResult.toString().codePoints().count(); long targetInputDataCPCount = targetInputData.toString().codePoints().count(); if (finalResultCPCount < targetInputDataCPCount) { finalResult = targetInputData; } } return finalResult; }"
"@Test public void firstUpperCaseLettersWithSpaces() { Acronym acronym = buildAcronym(FIRST_UPPER_CASE_LETTERS_IGNORE_NUMERIC, AcronymSeparator.SPACE); List<String> expected = Arrays.asList(""U N E S C O"", ""T"", ""A"", ""E R"", ""B N L"", ""A T M P L"", """", ""I O"", ""A T T"", ""C"", ""V U A""); assert (expected.size() == inputs.size()); for (int i = 0; i < inputs.size(); i++) { assertEquals(expected.get(i), acronym.transform(inputs.get(i))); } }","public String transform(String str) { TokenizedString tokenizedString = new TokenizedString(str, delimiterPattern); List<String> tokens = tokenizedString.getTokens(); if (tokens.size() == 0) { return StringUtils.EMPTY; } int start = 0; String firstApplied; do { firstApplied = abbrevMode.apply(tokens.get(start)); start++; } while (firstApplied.isEmpty() && start < tokens.size()); StringBuilder sb = new StringBuilder(firstApplied); if (separator == AcronymSeparator.KEEP_SPECIAL_CHARS) { Pattern specialCharPattern = Pattern.compile(separator.getValue()); List<String> separators = tokenizedString.getSeparators(); int nextSeparator = tokenizedString.isStartingWithSeparator() ? 1 : 0; for (int i = 1; i < tokens.size(); i++) { String chars = abbrevMode.apply(tokens.get(i)); if (!chars.isEmpty()) { sb.append(getSpecialChars(separators.get(nextSeparator), specialCharPattern)).append( abbrevMode.apply(tokens.get(i))); } nextSeparator++; } } else { for (int i = start; i < tokens.size(); i++) { String chars = abbrevMode.apply(tokens.get(i)); if (!chars.isEmpty()) { sb.append(separator.getValue()).append(abbrevMode.apply(tokens.get(i))); } } if (sb.length() > 0 && AcronymSeparator.PERIOD == separator) { sb.append(separator.getValue()); } } return sb.toString(); }"
"@Test public void testIsDecimal() { String[] validEnDoubleValues = { ""5538297118"", ""1045.35"", ""1,045.35"", ""1,045"", ""1,045,350"", ""2.68435E+17"", ""268 435 000 000 000 000"", ""265"" + '\u00A0' + ""435"" + '\u2007' + ""000"" + '\u202F' + ""000"" }; String[] validFrDoubleValues = { ""1045,35"", ""1 045,35"", ""1.045,35"", ""1.045"", ""1 045"", ""1.045.350"", ""1 045 350"" }; String[] invalidDoubleValues = { ""1 045.35"", ""1.045.35"", ""1,045,35"", ""1,045 35"", ""1.045 35"", ""1,045 350"", ""1.045 350"", ""1 045 35"" }; for (String value : validEnDoubleValues) { Assert.assertTrue(value + "" is expected to be a valid decimal value but actually not."", TypeInferenceUtils.isDouble(value)); } for (String value : validFrDoubleValues) { Assert.assertTrue(value + "" is expected to be a valid decimal value but actually not."", TypeInferenceUtils.isDouble(value)); } for (String value : invalidDoubleValues) { Assert.assertFalse(value + "" is expected to be an invalid decimal value but actually not."", TypeInferenceUtils.isDouble(value)); } }",public static boolean isDouble(String value) { if (!isEmpty(value) && patternDouble.matcher(value).matches()) { return true; } return false; }
"@Test public void replaceStringCodePointsWithOnecharacter() { Random random = new Random(123); String input = ""c""; Integer codePoint = ""e"".codePointAt(0); List<Integer> repalceStringCodePoint = TextPatternUtil.replaceStringCodePoints(input, random); assertEquals(codePoint, repalceStringCodePoint.get(0)); }","public static List<Integer> replaceStringCodePoints(String stringToReplace, Random random) { List<Integer> codePoints = new ArrayList<>(); long numberCodePoints = stringToReplace.codePoints().count(); for (int i = 0; i < numberCodePoints; i++) { Integer codePoint = stringToReplace.codePointAt(i); codePoints.add(replaceCharacter(codePoint, random)); } return codePoints; }"
"@Test public void testRemoveTrailingAndLeading() { StringTrimmer stringTrimmer = new StringTrimmer(); assertEquals(expected, stringTrimmer.removeTrailingAndLeading(expected)); assertEquals(expected, stringTrimmer.removeTrailingAndLeading("" abc"")); assertEquals(expected, stringTrimmer.removeTrailingAndLeading("" abc "")); assertEquals(expected, stringTrimmer.removeTrailingAndLeading("" abc "")); assertEquals(expected, stringTrimmer.removeTrailingAndLeading("" abc "")); assertEquals(expected, stringTrimmer.removeTrailingAndLeading("" abc "")); assertEquals(""ab c"", stringTrimmer.removeTrailingAndLeading("" ab c"")); assertEquals(""a b c"", stringTrimmer.removeTrailingAndLeading("" a b c "")); assertEquals("""", stringTrimmer.removeTrailingAndLeading(""aaa"", ""a"")); assertEquals("""", stringTrimmer.removeTrailingAndLeading(""\t"", ""\t"")); assertEquals(expected, stringTrimmer.removeTrailingAndLeading(""\t"" + expected, ""\t"")); assertEquals(expected, stringTrimmer.removeTrailingAndLeading(expected + ""\t"", ""\t"")); assertEquals(expected, stringTrimmer.removeTrailingAndLeading('\u0009' + expected, ""\t"")); assertEquals(expected, stringTrimmer.removeTrailingAndLeading('\u0009' + expected, '\u0009' + """")); assertEquals(expected, stringTrimmer.removeTrailingAndLeading('\u0009' + expected + '\u0009' + '\u0009', ""\t"")); assertEquals(""abc "", stringTrimmer.removeTrailingAndLeading(""\t"" + ""abc "", ""\t"")); assertEquals(""a"" + ""\t"" + ""bc"", stringTrimmer.removeTrailingAndLeading(""\t"" + ""a"" + ""\t"" + ""bc"", ""\t"")); assertEquals(""\t"" + expected, stringTrimmer.removeTrailingAndLeading(""\t"" + ""abc "")); assertEquals(expected, (""\t"" + ""abc "").trim()); assertEquals(expected, stringTrimmer.removeTrailingAndLeading(""\n"" + expected, ""\n"")); assertEquals(""abc "", stringTrimmer.removeTrailingAndLeading(""\n"" + ""abc "", ""\n"")); assertEquals(expected, stringTrimmer.removeTrailingAndLeading(expected, ""\r"")); assertEquals(expected, stringTrimmer.removeTrailingAndLeading(""\r"" + expected, ""\r"")); assertEquals(expected, stringTrimmer.removeTrailingAndLeading(""\r"" + expected + ""\r"", ""\r"")); assertEquals(""abc "", stringTrimmer.removeTrailingAndLeading(""\r"" + ""abc "", ""\r"")); assertEquals(""abc "", stringTrimmer.removeTrailingAndLeading(""\r"" + ""abc "" + ""\r"", ""\r"")); assertEquals(""bc"", stringTrimmer.removeTrailingAndLeading("" abc"", "" a"")); assertEquals("" a"", stringTrimmer.removeTrailingAndLeading("" abc"", ""bc"")); assertEquals(""ab"", stringTrimmer.removeTrailingAndLeading(""cabc"", ""c"")); assertEquals(""𠀀𠀁b"", stringTrimmer.removeTrailingAndLeading(""a𠀀𠀁ba"", ""a"")); assertEquals(""a𠀁b"", stringTrimmer.removeTrailingAndLeading(""𠀀a𠀁b"", ""𠀀"")); }","public String removeTrailingAndLeading(String inputStr) { return removeTrailingAndLeading(inputStr, "" ""); }"
